question,user_answer,total_selected,total_correct,total_responses,pct_selected,pct_correct,correct_answer
"To whom is Obama referring when he says ""we""?",I don't know,24,0,190,0.126,0,
"Tom won't forget, will he?",he will,21,0,202,0.104,0,will he
"Tom won't forget, will he?",he won't,17,0,202,0.084,0,
"Tom won't forget, will he?",I don't know,14,0,202,0.069,0,
"Tom won't forget, will he?",will he,96,96,202,0.475,1,
"Tom won't forget, will he?",won't he,54,0,202,0.267,0,
Turtles move slowly.,I don't know,53,0,396,0.134,0,slowly
Turtles move slowly.,slow,101,0,396,0.255,0,
Turtles move slowly.,slower,22,0,396,0.056,0,
Turtles move slowly.,slowing,93,0,396,0.235,0,
Turtles move slowly.,slowly,127,127,396,0.321,1,
"Two other regions voted against the proposal, which was eventually approved.",I don't know,19,0,274,0.069,0,which
"Two other regions voted against the proposal, which was eventually approved.",what,20,0,274,0.073,0,
"Two other regions voted against the proposal, which was eventually approved.",where,50,0,274,0.182,0,
"Two other regions voted against the proposal, which was eventually approved.",which,158,158,274,0.577,1,
"Two other regions voted against the proposal, which was eventually approved.",who,27,0,274,0.099,0,
Warren Weir took third.,I don't know,21,0,240,0.088,0,took
Warren Weir took third.,take,38,0,240,0.158,0,
Warren Weir took third.,taken,17,0,240,0.071,0,
Warren Weir took third.,taking,53,0,240,0.221,0,
Warren Weir took third.,took,111,111,240,0.462,1,
"We can adopt measures that aren't very nice, but are absolutely necessary.",absolutely,155,155,218,0.711,1,absolutely
"We can adopt measures that aren't very nice, but are absolutely necessary.",ineffectively,16,0,218,0.073,0,
"We can adopt measures that aren't very nice, but are absolutely necessary.",I don't know,20,0,218,0.092,0,
"We can adopt measures that aren't very nice, but are absolutely necessary.",partially,17,0,218,0.078,0,
"We can adopt measures that aren't very nice, but are absolutely necessary.",quickly,10,0,218,0.046,0,
"We have enough milk for coffee, don't we?",do we,31,0,218,0.142,0,don't we
"We have enough milk for coffee, don't we?",don't we,103,103,218,0.472,1,
"We have enough milk for coffee, don't we?",I don't know,20,0,218,0.092,0,
"We have enough milk for coffee, don't we?",we do,40,0,218,0.183,0,
"We have enough milk for coffee, don't we?",we don't,24,0,218,0.11,0,
"We love this bouquet of flowers, don't we?",do we,24,0,226,0.106,0,don't we
"We love this bouquet of flowers, don't we?",don't we,102,102,226,0.451,1,
"We love this bouquet of flowers, don't we?",I don't know,18,0,226,0.08,0,
"We love this bouquet of flowers, don't we?",we do,52,0,226,0.23,0,
"We love this bouquet of flowers, don't we?",we don't,30,0,226,0.133,0,
We should look into some of the issues that were brought to our attention at the last meeting.,into,102,102,240,0.425,1,into
We should look into some of the issues that were brought to our attention at the last meeting.,I don't know,27,0,240,0.112,0,
We should look into some of the issues that were brought to our attention at the last meeting.,on,29,0,240,0.121,0,
We should look into some of the issues that were brought to our attention at the last meeting.,out,32,0,240,0.133,0,
We should look into some of the issues that were brought to our attention at the last meeting.,with,50,0,240,0.208,0,
"We were hopeful that the law would be overturned some day, but we were completely stunned that it came when it did.",I don't know,33,0,226,0.146,0,stunned
"We were hopeful that the law would be overturned some day, but we were completely stunned that it came when it did.",stun,20,0,226,0.088,0,
"We were hopeful that the law would be overturned some day, but we were completely stunned that it came when it did.",stunned,121,121,226,0.535,1,
"We were hopeful that the law would be overturned some day, but we were completely stunned that it came when it did.",stunners,30,0,226,0.133,0,
"We were hopeful that the law would be overturned some day, but we were completely stunned that it came when it did.",stunning,22,0,226,0.097,0,
"We're going to the show, aren't we?",are we,31,0,274,0.113,0,aren't we
"We're going to the show, aren't we?",aren't we,150,150,274,0.547,1,
"We're going to the show, aren't we?",I don't know,19,0,274,0.069,0,
"We're going to the show, aren't we?",we are,19,0,274,0.069,0,
"We're going to the show, aren't we?",we aren't,55,0,274,0.201,0,
What are Uggie’s future plans?,To adopt a dog,36,0,274,0.131,0,To go to charity events
What are Uggie’s future plans?,To become an artist,15,0,274,0.055,0,
What are Uggie’s future plans?,To go to charity events,186,186,274,0.679,1,
What are Uggie’s future plans?,To star in more movies,15,0,274,0.055,0,
What are Uggie’s future plans?,I don't know,22,0,274,0.08,0,
What are some European countries being asked to do?,Charge a fee for using their news content in Google,195,195,274,0.712,1,Charge a fee for using their news content in Google
What are some European countries being asked to do?,Partner with Brazil in creating a new content source,17,0,274,0.062,0,
What are some European countries being asked to do?,Stop producing news content,9,0,274,0.033,0,
What are some European countries being asked to do?,Urge Brazil to pay a fee when using European news articles,24,0,274,0.088,0,
What are some European countries being asked to do?,I don't know,29,0,274,0.106,0,
What can be inferred about Newsweek Global?,I don't know,274,0,274,1,0,All subscribers will read the same things.
What can be inferred from paragraph 4?,"After the IRS issued the new rule, fewer sports memorabilia came out to the market.",47,0,190,0.247,0,Don Larsen may need to pay more tax for the sale of sports memorabilia.
What can be inferred from paragraph 4?,Don Larsen is assumed to sell his uniform to pay less tax.,35,0,190,0.184,0,
What can be inferred from paragraph 4?,Don Larsen may need to pay more tax for the sale of sports memorabilia.,54,54,190,0.284,1,
What can be inferred from paragraph 4?,The proceeds should remain intact despite the possible tax increase.,27,0,190,0.142,0,
What can be inferred from paragraph 4?,I don't know,190,0,190,1,0,
What can be inferred from the passage?,I don't know,240,0,240,1,0,Microsoft is trying to adopt Apple's strategies.
What can be inferred from the text?,IRT saves lives.,69,0,240,0.288,0,The therapeutic benefits of IRT are significant.
What can be inferred from the text?,Nightmares are a priority for healthcare providers.,35,0,240,0.146,0,
What can be inferred from the text?,Nightmares are curable.,25,0,240,0.104,0,
What can be inferred from the text?,The therapeutic benefits of IRT are significant.,66,66,240,0.275,1,
What can be inferred from the text?,I don't know,45,0,240,0.188,0,
What can be inferred from this conversation?,Flights from La Guardia to Atlanta have all been booked.,26,0,202,0.129,0,The airline employee wants to give hotel and car rental recommendations.
What can be inferred from this conversation?,The airline employee wants to give hotel and car rental recommendations.,114,114,202,0.564,1,
What can be inferred from this conversation?,The customer is going to Atlanta alone.,18,0,202,0.089,0,
What can be inferred from this conversation?,The customer thinks the tickets are too expensive.,25,0,202,0.124,0,
What can be inferred from this conversation?,I don't know,19,0,202,0.094,0,
What can be inferred from this passage?,A machine like the one described in this passage does not exist in many other countries.,24,0,717,0.033,0,Discrimination toward Latinos has been an ongoing issue in this city.
What can be inferred from this passage?,Advanced batteries may have negative long-term effects on U.S. energy consumption.,50,0,717,0.07,0,
What can be inferred from this passage?,Advanced technology is not something that is focused on in Mexico.,108,108,717,0.151,1,
What can be inferred from this passage?,Hybrid cars help the U.S. rely less on other countries for fuel.,68,68,717,0.095,1,
What can be inferred from this passage?,Hybrid cars urge other countries to rely on the U.S. for fuel.,18,0,717,0.025,0,
What can be inferred from this passage?,It was difficult for her language skills to progress later on.,104,104,717,0.145,1,
What can be inferred from this passage?,Learning English was the most difficult for her in the beginning.,35,0,717,0.049,0,
What can be inferred from this passage?,Mexico's stock market is not prepared to welcome new technology.,21,0,717,0.029,0,
What can be inferred from this passage?,Phone hotlines will disappear completely in the coming years.,10,0,717,0.014,0,
What can be inferred from this passage?,She still has difficulty understanding jokes in English.,43,0,717,0.06,0,
What can be inferred from this passage?,Social media could help young adults break other bad habits.,88,88,717,0.123,1,
What can be inferred from this passage?,Some of the options current high-tech toilets offer are viewed as excessive by the public.,36,0,717,0.05,0,
What can be inferred from this passage?,The University of Michigan will be the only school to offer a specialized curriculum for battery engineers.,54,0,717,0.075,0,
What can be inferred from this passage?,The current high-tech toilets are confusing or difficult to use for some.,60,60,717,0.084,1,
What can be inferred from this passage?,The increase in occurences of natural disasters has led to this competition.,42,0,717,0.059,0,
